name,platform,year_of_release,genre,sales
MLB Power Pros 2008,Wii,2008,Sports,0.11
Littlest Pet Shop: Spring,DS,2009,Simulation,0.12
The Unholy War,PS,1998,Strategy,0.07
Cabela's Dangerous Hunts 2009,X360,2008,Sports,0.12
Rumble Roses XX,X360,2006,Fighting,0.07
Total War: WARHAMMER,PC,2016,Strategy,0
Wantame Music Channel: Doko Demo Style,DS,2007,Misc,0
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,0.09
Shaman King: Power of Spirit,PS2,2004,Adventure,0.06
Anno 1701: Dawn of Discovery,DS,2007,Simulation,0.07
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,0
The BIGS 2,PS3,2009,Sports,0.12
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,0.01
DreamWorks Super Star Kartz,Wii,2011,Racing,0.08
Contra III: The Alien Wars,SNES,1992,Shooter,0
The Amazing Race,Wii,2010,Misc,0.12
Dead to Rights: Reckoning,PSP,2005,Shooter,0.12
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,0
NBA 08,PS3,2007,Sports,0.12
Hasbro Family Fun Pack,XOne,2015,Misc,0.1
Amagami,PS2,2009,Adventure,0
No Fear Downhill Mountain Biking,PS,1998,Sports,0.07
NCIS,Wii,2011,Adventure,0.08
The IdolM@ster: One for All,PS3,2014,Misc,0
Fire ProWrestling,GBA,2001,Fighting,0.09
Eternal Poison (JP sales),PS2,2008,Role-Playing,0
Mission: Impossible - Operation Surma,XB,2003,Platform,0.1
Legendary,PS3,2008,Shooter,0.08
Chuck E. Cheese's Game Room,DS,2010,Misc,0.12
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,0.1
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,0.05
Illusion of Gaia,SNES,1993,Role-Playing,0
Batman: Arkham Knight,PC,2015,Action,0.09
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,0.11
Mega Man Anniversary Collection,XB,2005,Platform,0.1
Sally's Salon,DS,2008,Simulation,0.12
Disruptor,PS,1995,Shooter,0.07
Pro Evolution Soccer 2017,PS3,2016,Sports,0.01
Zoobles! Spring to Life!,DS,2011,Misc,0.1
Diablo II,PC,2000,Role-Playing,0.01
Shrek Smash n' Crash Racing,GC,2006,Racing,0.1
F1 2011,PSV,2011,Racing,0.03
Drakengard 2,PS2,2005,Role-Playing,0.06
Ben 10 Galactic Racing,DS,2011,Racing,0.09
Grand Knights History,PSP,2011,Role-Playing,0
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,0.1
Harvest Moon DS (jp sales),DS,2005,Simulation,0
Castlevania: Legacy of Darkness,N64,1999,Platform,0.06
Sin and Punishment,N64,2000,Shooter,0
NBA Jam 2000,N64,1999,Sports,0.12
Sonic Riders,XB,2006,Racing,0.1
Shrek Super Party,XB,2002,Misc,0.1
Venetica,X360,2010,Role-Playing,0.09
Rally Fusion: Race of Champions,PS2,2002,Racing,0.06
The House of the Dead,SAT,1997,Shooter,0
Transformers: Prime,WiiU,2012,Action,0.09
Persona 4: Arena,X360,2012,Fighting,0.08
Street Fighter IV,PC,,Fighting,0.07
Cabela's Alaskan Adventure,X360,2006,Sports,0.12
RealSports Volleyball,2600,1981,Sports,0.12
Heroes of the Pacific,XB,2005,Simulation,0.1
RollerCoaster Tycoon,XB,2003,Strategy,0.1
NightCaster,XB,2002,Action,0.1
FIFA World Cup Germany 2006,GC,2006,Sports,0.1
Space Camp,Wii,2009,Action,0.12
Hitman 2: Silent Assassin,GC,2003,Action,0.1
Lovely Lisa and Friends,DS,2010,Simulation,0.12
Digimon Racing,GBA,2004,Racing,0.09
All Star Cheer Squad 2,Wii,2009,Sports,0.12
Ape Escape 3,PS2,2005,Platform,0.06
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,0.06
Final Fantasy XIV: Heavensward,PS4,2015,Action,0
Last Bronx,SAT,1996,Fighting,0
Secret Agent Clank,PSP,2008,Platform,0.04
Barbie and the Three Musketeers,DS,2009,Adventure,0.12
Science Papa,Wii,2009,Misc,0.11
Momotaro Douchuuki,SAT,1997,Misc,0
Iridion II,GBA,2003,Shooter,0.09
Whiplash,PS2,2003,Racing,0.06
007: Quantum of Solace,DS,2008,Action,0.11
Family Fortunes,Wii,2009,Misc,0
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,0.1
Farming Simulator 2011,PC,2010,Simulation,0
Watch Dogs,WiiU,2014,Action,0.07
BlazBlue: Continuum Shift II,PSP,2011,Fighting,0.03
Summon Night: Twin Age,DS,2007,Role-Playing,0.07
Spider-Man: Battle for New York,DS,2006,Platform,0.12
Pop'n Music Portable,PSP,2010,Misc,0
Nintendo Puzzle Collection,GC,,Puzzle,0
Destroy All Humans! Path of the Furon,X360,2008,Action,0.08
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,0.12
Game Party: Champions,WiiU,2012,Action,0.09
Otogi: Myth of Demons,XB,2002,Action,0.08
Margot's Word Brain,Wii,2008,Puzzle,0.12
Peppa Pig: Fun and Games,Wii,2010,Misc,0
Dreamworks 2-in-1 Party Pack,DS,2010,Misc,0.12
Alter Echo,PS2,2003,Shooter,0.06
Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,0.09
Green Lantern: Rise of the Manhunters,3DS,2011,Action,0.09
Puzzle de Harvest Moon,DS,2007,Puzzle,0.12
Metal Max 3,DS,2010,Role-Playing,0
Rock Band Track Pack Volume 1,PS2,2008,Misc,0.06
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,0
My Baby: First Steps,Wii,2009,Simulation,0.12
Namco Soccer Prime Goal,PS,1995,Sports,0
NBA 08,PS2,2007,Sports,0.06
Monster Hunter Frontier Online,X360,2010,Role-Playing,0
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,0.06
Deception IV: Blood Ties,PSV,2014,Action,0.02
Rango: The Video Game,X360,2011,Action,0.06
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,0
Megamind: The Blue Defender,PSP,2010,Adventure,0.08
Puppies 3D,3DS,2011,Misc,0.08
Cars 2,PSP,2011,Racing,0.1
The Stronghold Collection,PC,2009,Strategy,0.03
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,0
Mystic Ark,SNES,1995,Role-Playing,0
One Piece: Unlimited World Red,PSV,2014,Action,0.03
The Price is Right 2010 Edition,DS,2009,Misc,0.12
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,0.12
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,0.09
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,0.1
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,0.1
LEGO Racers 2,PS2,2001,Racing,0.06
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,0.09
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,0
Backyard Baseball,GC,2003,Sports,0.1
Star Wars: Lethal Alliance,PSP,2006,Action,0.11
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,0.04
Under Night In-Birth,PS3,2014,Fighting,0.06
Sega GT,DC,2000,Racing,0
Steel Battalion: Heavy Armor,X360,2012,Misc,0.08
Green Lantern: Rise of the Manhunters,X360,2011,Action,0.07
Legends of Wrestling,GC,2002,Fighting,0.1
Fit in Six,PS3,2011,Sports,0.12
Gunstar Heroes,GEN,1992,Shooter,0
All-Star Baseball 2004,XB,2003,Sports,0.1
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,0
Shining Wind,PS2,2007,Role-Playing,0
Rock Band Track Pack Volume 2,PS3,2008,Misc,0.11
Dokapon Kingdom,Wii,2008,Role-Playing,0.12
Onechanbara: Bikini Samurai Squad,X360,2006,Action,0.11
Portal Runner,PS2,2001,Platform,0.06
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,0.09
Warriors Orochi 2,PS2,2008,Action,0.06
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,0.04
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,0.06
Assault: Retribution,PS,1998,Action,0.07
Sengoku Basara 3 Utage,Wii,2011,Action,0
Spartan: Total Warrior,XB,2005,Action,0.1
City Crisis,PS2,2001,Simulation,0.06
Zapper: One Wicked Cricket!,GC,2002,Platform,0.1
Smart Boy's Gameroom,DS,2007,Misc,0.12
Victorious: Time to Shine,X360,2011,Action,0.12
Star Wars: Clone Wars,XB,2003,Shooter,0.1
High Rollers Casino,XB,2004,Misc,0.1
Advent Rising,XB,2005,Action,0.1
Surf Riders,PS,1999,Sports,0.07
Torino 2006,PS2,2006,Sports,0.06
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,0
Derby Stallion Advance,GBA,2002,Sports,0
The X-Factor,PS3,2010,Misc,0
Monopoly Party,GC,2002,Misc,0.1
Snood,GBA,2001,Puzzle,0.09
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,0.09
Monster Jam: Urban Assault,PS2,2008,Racing,0.06
DT Racer,PS2,2005,Racing,0.06
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,0
World Cup Golf: Professional Edition,PS,1995,Sports,0.07
NBA 2K13,WiiU,2012,Sports,0.07
Black Dawn,PS,1996,Simulation,0.07
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,0
7 Wonders of the Ancient World,DS,2007,Puzzle,0.1
Kelly Slater's Pro Surfer,GBA,2002,Sports,0.09
Top Shot Arcade,Wii,2011,Shooter,0.12
Warriors of Might and Magic,PS,2001,Adventure,0.07
Twister Mania,X360,2011,Misc,0.1
Drome Racers,PS2,2002,Racing,0.06
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,0.07
X-Men: Next Dimension,GC,2002,Fighting,0.1
Dynasty Warriors 5 Empires,X360,2006,Action,0.11
Fuse (Insomniac),X360,2013,Shooter,0.09
WipeOut 3 The Game,WiiU,2012,Action,0.11
7th Dragon 2020-II,PSP,2013,Role-Playing,0
Doukyuusei 2,SAT,1997,Role-Playing,0
Aikatsu! 365 Idol Days,3DS,2014,Adventure,0
SkullMonkeys,PS,1998,Platform,0.07
Burnout,XB,2002,Racing,0.09
Baroque,PS2,2007,Role-Playing,0.05
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,0.01
Jurassic: The Hunted,X360,2009,Shooter,0.12
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,0
Little Battlers eXperience: Wars,3DS,2013,Strategy,0
DreamWorks Super Star Kartz,DS,2011,Racing,0.08
Hour of Victory,X360,2007,Shooter,0.1
Indianapolis 500 Legends,Wii,2007,Racing,0.12
NBA Ballers: Phenom,XB,2006,Sports,0.09
Shimano Xtreme Fishing,Wii,2009,Sports,0.12
Crash Tag Team Racing,XB,2005,Racing,0.09
Freedom Fighters,GC,2003,Shooter,0.1
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,0.09
NBA 2K17,PS3,2016,Sports,0.06
Mega Man X Collection,GC,2006,Misc,0.1
Left Brain Right Brain 2,DS,2008,Misc,0.12
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,0
Last Ranker,PSP,2010,Role-Playing,0
Quantum Redshift,XB,2002,Racing,0.09
The History Channel: Great Battles - Medieval,X360,2010,Strategy,0.08
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,0.06
Brothers in Arms: Double Time,Wii,2008,Shooter,0.11
Legends of Wrestling II,XB,2002,Fighting,0.09
Power Pro Kun Pocket 13,DS,2010,Sports,0
Armed and Dangerous,XB,2003,Shooter,0.09
Football Manager 2012,PSP,2011,Sports,0
Project CARS,PC,2015,Racing,0
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,0.12
World Soccer Winning Eleven 2002,PS,2002,Sports,0
Actua Tennis,PS,1997,Sports,0.07
Monster Truck Madness,GBA,2003,Racing,0.09
Resident Evil,PS3,2006,Action,0
Sonic Jam,SAT,1997,Platform,0
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,0
Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,0.07
Space Bust-A-Move,DS,2008,Puzzle,0.1
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,0.11
Deadpool,XOne,2015,Action,0.09
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,0.09
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,0
Just Cause 2,PC,2010,Action,0
Crush3D,3DS,2012,Platform,0.07
LEGO Marvel's Avengers,PSV,2016,Action,0.02
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,0
NeverDead,PS3,2012,Shooter,0.06
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,0
Criticom,PS,1996,Fighting,0.07
Mega Man X: Command Mission,GC,2004,Role-Playing,0.1
Charm Girls Club: My Fashion Mall,DS,,Simulation,0.12
SCORE International Baja 1000: The Official Game,X360,2008,Racing,0.11
Deepak Chopra's Leela,Wii,2011,Misc,0.1
Need for Speed: ProStreet,DS,2007,Racing,0.11
DiRT Rally,XOne,2016,Racing,0.04
NHL 2K7,PS3,2006,Sports,0.11
Go Play: Circus Star,Wii,2009,Action,0.12
Worms 3D,PS2,2003,Strategy,0.06
Gladiator Begins,PSP,2010,Action,0.05
Clock Tower: The First Fear,PS,1997,Adventure,0
Sleeping Dogs,PC,2012,Action,0.06
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,0
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,0.11
Impossible Mission,DS,2007,Platform,0.11
"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,0
Strikers 1945,PS,1998,Shooter,0.07
Ochaken no Heya DS,DS,2006,Simulation,0
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,0
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,0.09
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,0.06
Gundam Battle Royale,PSP,2006,Action,0
F1 2016 (Codemasters),XOne,2016,Racing,0.03
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,0.1
Karaoke Revolution,X360,2009,Misc,0.12
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,0
NASCAR 2005: Chase for the Cup,GC,2004,Racing,0.1
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,0.12
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,0
Guilty Gear X,PS2,2001,Fighting,0.06
Obscure: The Aftermath,Wii,2008,Action,0.11
One Piece: Pirate Warriors 2,PSV,2013,Action,0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,0
NHL 2002,GBA,2002,Sports,0.09
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,0
Etrian Odyssey V,3DS,2016,Role-Playing,0
Disney's PK: Out of the Shadows,PS2,2002,Platform,0.06
Wild Earth: African Safari,Wii,2008,Simulation,0.1
Echo Night,PS,1998,Adventure,0.03
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,0
Record of Agarest War Zero,PS3,,Strategy,0.09
Colony Wars III: Red Sun,PS,2000,Simulation,0.07
Magic: The Gathering - Battlemage,PS,1997,Strategy,0.07
Rocksmith,PC,,Misc,0.06
Backyard Baseball '09,DS,2008,Sports,0.11
James Bond 007: Legends,WiiU,2012,Shooter,0.06
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,0.09
The King of Fighters '94,NG,1994,Fighting,0
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,0
All Kamen Rider: Rider Generation,DS,2011,Action,0
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,0.04
Reader Rabbit Kindergarten,Wii,2010,Misc,0.12
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,0.06
Chessmaster: The Art of Learning,PSP,2008,Misc,0.11
Guardian's Crusade,PS,1998,Role-Playing,0.07
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,0.06
Lego Star Wars: The Force Awakens,3DS,2016,Action,0.04
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,0.06
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,0.09
Gundam Breaker 3,PSV,2016,Action,0
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,0.11
The Ant Bully,GC,2006,Platform,0.09
M&M's Kart Racing,DS,2008,Racing,0.11
Bomberman Party Edition,PS,1998,Puzzle,0.07
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,0.09
SingStar Vol. 3,PS3,2008,Misc,0
Star Trek: Conquest,Wii,2007,Strategy,0.11
My Fitness Coach: Club,PS3,2011,Sports,0
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,0.11
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,0
Summon Night 3,PSP,2012,Role-Playing,0
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,0.07
Madden NFL 06,DS,2005,Sports,0.11
Rango: The Video Game,Wii,2011,Action,0.07
Break 'Em All,DS,2005,Puzzle,0.11
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,,Strategy,0
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,0
San Goku Shi V,SAT,1996,Strategy,0
Red Faction II,XB,2003,Shooter,0.09
Go! Sudoku,PSP,2005,Puzzle,0.11
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,0
Rock Band Track Pack Volume 2,PS2,2008,Misc,0.06
Voodoo Vince,XB,2003,Platform,0.09
Disney Sing It: Party Hits,PS3,2010,Misc,0.1
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,0
Everybody Dance,PS3,2011,Misc,0.11
Kaijuu Busters,DS,2009,Action,0
Blackwater,X360,2011,Shooter,0.09
Tom Clancy's Ghost Recon,Wii,2010,Shooter,0.1
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,0.06
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,0
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,0
Chase: Hollywood Stunt Driver,XB,2002,Racing,0.09
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,0
Thor: God of Thunder,DS,2011,Action,0.08
The X Files: Resist or Serve,PS2,2004,Adventure,0.06
Touch My Katamari ,PSV,2011,Puzzle,0.07
PixelJunk Monsters Deluxe,PSP,2010,Strategy,0.11
Saru! Get You! Million Monkeys,PS2,,Platform,0
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,0.11
Ben 10 Galactic Racing,Wii,2011,Racing,0.08
Curious George,PS2,2006,Action,0.06
Killer is Dead,X360,2013,Action,0.08
Don Bradman Cricket 14,PS4,2015,Sports,0.01
Megamind: Ultimate Showdown,X360,2010,Action,0.07
Zathura,PS2,2005,Adventure,0.06
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,0
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,0.03
Mytran Wars,PSP,2009,Strategy,0.08
Making History: The Great War,PSP,2010,Strategy,0
NCIS,PS3,2011,Adventure,0.07
Undead Knights,PSP,2009,Action,0.05
Ninja Reflex,Wii,2008,Action,0.11
Cel Damage,XB,2001,Racing,0.09
Lovely Lisa,DS,2007,Simulation,0.11
Dance Paradise,X360,2010,Misc,0.1
SSX 3,GBA,2003,Sports,0.09
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,0
Supremacy MMA,PS3,2011,Fighting,0.07
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,0
The God of War Trilogy,PS3,2010,Action,0
Lunar: Dragon Song,DS,2005,Role-Playing,0.11
Breakdown,XB,2004,Adventure,0.09
Rush,PSP,2006,Racing,0.11
Ecco the Dolphin,GEN,1992,Adventure,0
Solitaire & Mahjong,Wii,2009,Puzzle,0.11
Venetica,PS3,2010,Role-Playing,0.07
Looney Tunes: Sheep Raider,PS,2001,Platform,0.07
Horse Life,DS,2007,Simulation,0.09
Geometry Wars: Galaxies,Wii,2007,Shooter,0.11
Robinson: The Journey,PS4,2016,Action,0.06
Conduit 2,Wii,2011,Shooter,0.07
Harvest Moon 2 GBC,GB,1999,Simulation,0
Zenses: Rainforest,DS,2008,Puzzle,0.1
Backyard Baseball '10,DS,2009,Sports,0.11
Rise of the Tomb Raider,PC,2016,Adventure,0
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,0.07
X2: Wolverine's Revenge,GC,2003,Platform,0.09
Cabela's Dangerous Hunts 2011,DS,2010,Sports,0.11
Hatsune Miku: Project Diva X,PSV,2016,Misc,0.01
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,0.11
McDROID,Wii,2011,Strategy,0
Destiny: The Collection,XOne,2016,Shooter,0.05
Lego Star Wars: The Force Awakens,X360,2016,Action,0.05
Gallop Racer 2000,PS,2000,Sports,0
Showdown: Legends of Wrestling,XB,2004,Fighting,0.09
Godzilla Unleashed: Double Smash,DS,2007,Action,0.11
My Farm Around the World,DS,2008,Simulation,0.11
Macross Triangle Frontier,PSP,2011,Action,0
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,0.1
Farming Simulator 17,XOne,2016,Simulation,0.04
Dishonored 2,PC,2016,Action,0.04
NASCAR Unleashed,X360,2011,Racing,0.11
The Smurfs 2,X360,2013,Platform,0.03
Street Hoops,GC,,Sports,0.09
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,0.11
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,0.11
Rocket: Robot on Wheels,N64,1999,Platform,0.1
Densha De Go! 64,N64,1999,Simulation,0
NFL QB Club 2001,N64,2000,Sports,0.11
Earthworm Jim 3D,N64,1999,Platform,0.1
NPPL: Championship Paintball 2009,X360,2008,Shooter,0.1
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,0
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,0.08
WRC: FIA World Rally Championship,X360,,Racing,0
PBR: Out of the Chute,Wii,2008,Sports,0.11
WWE SmackDown vs Raw 2008,DS,2007,Fighting,0.11
Godzilla: Destroy All Monsters Melee,XB,,Fighting,0.09
College Hoops 2K6,X360,2006,Sports,0.11
Sega Soccer Slam,PS2,2002,Sports,0.06
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,0
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,0.06
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,0.09
DiRT 2,DS,2009,Racing,0.06
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,0
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,0.11
Fate/Extra CCC,PSP,2013,Action,0
Greg Hastings Paintball 2,Wii,2010,Shooter,0.11
Fat Princess: Fistful of Cake,PSP,2010,Action,0.08
MTV Sports: Pure Ride,PS,2000,Sports,0.07
Burning Road,PS,1996,Racing,0.07
Sonic Adventure 2,DC,2001,Platform,0
IndyCar Series,PS2,2003,Racing,0.06
Slayers,SNES,1994,Role-Playing,0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,0
Space Chimps,PS2,2008,Platform,0.06
Backyard Sports Football: Rookie Rush,X360,2010,Sports,0.11
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,0.09
Famicom Mini: TwinBee,GBA,2004,Shooter,0
Tony Hawk's Pro Skater 5,XOne,2015,Sports,0.09
Gladiator: Sword of Vengeance,PS2,2003,Action,0.06
Rodea the Sky Soldier,WiiU,2015,Action,0.08
The Daring Game for Girls,DS,,Adventure,0.11
Yakuza Kiwami,PS3,2016,Adventure,0
DreamWorks Super Star Kartz,3DS,2011,Racing,0.08
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,0.11
Ultimate Card Games,GBA,2003,Misc,0.09
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,0
NBA 2K17,X360,2016,Sports,0.09
Academy of Champions: Soccer,Wii,2009,Sports,0.09
Overlord: Raising Hell,PS3,2008,Action,0.07
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,0.06
Power Gig: Rise of the SixString,X360,2010,Misc,0.11
Mountain Sports,Wii,2009,Sports,0.11
Puzzle Kingdoms,Wii,2009,Puzzle,0.11
Skylanders: SuperChargers,3DS,2015,Action,0.05
Monster Jam: Path of Destruction,X360,2010,Racing,0.11
The Bible Game,GBA,2005,Misc,0.09
NFL Head Coach,XB,2006,Sports,0.09
Just Dance: Disney Party,Wii,2012,Misc,0.01
Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,0
Deca Sports Extreme,3DS,2011,Sports,0.08
Kidz Sports: Crazy Golf,Wii,2008,Sports,0.11
Major League Baseball 2K6,PSP,,Sports,0.11
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,0
Deepak Chopra's Leela,X360,2011,Misc,0.07
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,0.08
Onimusha: Blade Warriors,PS2,2003,Fighting,0.06
One Piece: Super Grand Battle! X,3DS,2014,Fighting,0
Disney's Extreme Skate Adventure,GC,2003,Sports,0.09
Akuji the Heartless,PS,1998,Platform,0.07
NBA 2K2,GC,2002,Sports,0.09
Akiba's Trip: Undead & Undressed,PS4,2014,Action,0.08
Psychonauts,XB,2005,Platform,0.09
Tales of Berseria,PS3,2016,Role-Playing,0
Jeremy McGrath Supercross World,GC,2002,Racing,0.09
Uta no * Prince-Sama: All Star,PSP,2013,Action,0
HardBall 5,PS,1996,Sports,0.07
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,0.06
MLB Inside Pitch 2003,XB,2003,Sports,0.09
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,0
Skate City Heroes,Wii,2008,Sports,0.11
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,0.08
Battle Arena Toshinden Remix,SAT,1994,Fighting,0
nail'd,PS3,2010,Racing,0.08
Legends of Wrestling II,GC,2002,Fighting,0.09
Lost Magic,DS,2006,Role-Playing,0.09
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,0
Jaws: Ultimate Predator,3DS,2011,Action,0.11
Marvel Avengers: Battle for Earth,WiiU,2012,Action,0.06
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,0
Rock Band: Metal Track Pack,PS3,2009,Misc,0.11
Alice: Madness Returns,PC,2011,Adventure,0
Barbie as The Island Princess,PS2,2007,Adventure,0.06
Crime Killer,PS,1998,Racing,0.07
Petz Puppyz & Kittenz,DS,2011,Misc,0.11
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,0.09
